PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Gordon, Aaron",Questionable,Injury/Illness - Right Calf; Injury Management,Denver Nuggets,DEN@MIA,01/17/2025
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@MIA,01/17/2025
"Jokic, Nikola",Questionable,Injury/Illness - Right Elbow; Sprain,Denver Nuggets,DEN@MIA,01/17/2025
"Jones, Spencer",Out,G League - Two-Way,Denver Nuggets,DEN@MIA,01/17/2025
"Murray, Jamal",Probable,Injury/Illness - Left Knee; Inflammation,Denver Nuggets,DEN@MIA,01/17/2025
"Adebayo, Bam",Available,Injury/Illness - Lower Back; Contusion,Miami Heat,DEN@MIA,01/17/2025
"Richardson, Josh",Out,Injury/Illness - Right Heel; Inflammation,Miami Heat,DEN@MIA,01/17/2025
"Smith, Dru",Out,Injury/Illness - Left Achilles; Surgery,Miami Heat,DEN@MIA,01/17/2025
"Ware, Kel'el",Available,Injury/Illness - Right Foot; Soreness,Miami Heat,DEN@MIA,01/17/2025
"Agbaji, Ochai",Questionable,Injury/Illness - Right Hand; Laceration,Toronto Raptors,TOR@MIL,01/17/2025
"Chomche, Ulrich",Out,G League - Two-Way,Toronto Raptors,TOR@MIL,01/17/2025
"Lawson, A.J.",Out,G League - Two-Way,Toronto Raptors,TOR@MIL,01/17/2025
"Mogbo, Jonathan",Available,G League - On Assignment,Toronto Raptors,TOR@MIL,01/17/2025
"Omoruyi, Eugene",Out,G League - On Assignment,Toronto Raptors,TOR@MIL,01/17/2025
"Quickley, Immanuel",Out,Injury/Illness - Left Hip; Strain,Toronto Raptors,TOR@MIL,01/17/2025
"Walter, Ja'Kobe",Out,G League - On Assignment,Toronto Raptors,TOR@MIL,01/17/2025
"Antetokounmpo, Giannis",Available,Tendinopathy,Milwaukee Bucks,TOR@MIL,01/17/2025
"Beauchamp, MarJon",Out,Injury/Illness - Non-covid; Illness,Milwaukee Bucks,TOR@MIL,01/17/2025
"Jackson Jr., Andre",Out,Injury/Illness - Right Hip; Contusion,Milwaukee Bucks,TOR@MIL,01/17/2025
"Johnson, AJ",Out,G League - On Assignment,Milwaukee Bucks,TOR@MIL,01/17/2025
"Middleton, Khris",Available,Injury/Illness - Bilateral Ankle; Injury Management,Milwaukee Bucks,TOR@MIL,01/17/2025
"Smith, Tyler",Out,G League - On Assignment,Milwaukee Bucks,TOR@MIL,01/17/2025
"Trent Jr., Gary",Available,Injury/Illness - Left Hip; Flexor Strain,Milwaukee Bucks,TOR@MIL,01/17/2025
"Clarkson, Jordan",Out,Injury/Illness - Left Plantar; Fasciitis,Utah Jazz,UTA@NOP,01/17/2025
"Collins, John",Out,Injury/Illness - Left Hip; Injury Management,Utah Jazz,UTA@NOP,01/17/2025
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@NOP,01/17/2025
"Juzang, Johnny",Out,Injury/Illness - Right Hand; Fracture,Utah Jazz,UTA@NOP,01/17/2025
"Kessler, Walker",Out,Rest,Utah Jazz,UTA@NOP,01/17/2025
"Markkanen, Lauri",Out,Injury/Illness - Low Back; Spasms,Utah Jazz,UTA@NOP,01/17/2025
"Potter, Micah",Out,Injury/Illness - N/A; Illness,Utah Jazz,UTA@NOP,01/17/2025
"Sexton, Collin",Available,Injury/Illness - Left Fourth Finger Dip; Avulsion Fracture,Utah Jazz,UTA@NOP,01/17/2025
"Tshiebwe, Oscar",Available,Injury/Illness - Left Left Fourth Finger; Extensor Tendon Tear,Utah Jazz,UTA@NOP,01/17/2025
"Brooks Jr., Keion",Out,G League - Two-Way,New Orleans Pelicans,UTA@NOP,01/17/2025
"Ingram, Brandon",Out,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,UTA@NOP,01/17/2025
"Jones, Herbert",Out,Injury/Illness - Right Shoulder; Strain,New Orleans Pelicans,UTA@NOP,01/17/2025
"Missi, Yves",Out,Injury/Illness - Non-COVID; Illness,New Orleans Pelicans,UTA@NOP,01/17/2025
"Murray, Dejounte",Available,Injury/Illness - Right Elbow; Bursitis,New Orleans Pelicans,UTA@NOP,01/17/2025
"Reeves, Antonio",Out,G League - On Assignment,New Orleans Pelicans,UTA@NOP,01/17/2025
"Hartenstein, Isaiah",Out,Injury/Illness - Left Soleus; Strain,Oklahoma City Thunder,OKC@DAL,01/17/2025
"Holmgren, Chet",Out,Injury/Illness - Right Iliac Wing; Fracture,Oklahoma City Thunder,OKC@DAL,01/17/2025
"Jones, Dillon",Out,G League - On Assignment,Oklahoma City Thunder,OKC@DAL,01/17/2025
"Mitchell, Ajay",Out,Injury/Illness - Right Great Toe; Surgery,Oklahoma City Thunder,OKC@DAL,01/17/2025
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,OKC@DAL,01/17/2025
"Doncic, Luka",Out,Injury/Illness - Left Calf; Strain,Dallas Mavericks,OKC@DAL,01/17/2025
"Edwards, Kessler",Out,G League - Two-Way,Dallas Mavericks,OKC@DAL,01/17/2025
"Exum, Dante",Out,Injury/Illness - Right Wrist; Surgery,Dallas Mavericks,OKC@DAL,01/17/2025
"Gortman, Jazian",Out,G League - Two-Way,Dallas Mavericks,OKC@DAL,01/17/2025
"Irving, Kyrie",Questionable,Injury/Illness - Lumbar Back; Sprain,Dallas Mavericks,OKC@DAL,01/17/2025
"Lively II, Dereck",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,OKC@DAL,01/17/2025
"Jackson, GG",Out,G League - On Assignment,Memphis Grizzlies,MEM@SAS,01/17/2025
"Morant, Ja",Questionable,Injury/Illness - Right Foot; Soreness,Memphis Grizzlies,MEM@SAS,01/17/2025
"Pullin, Zyon",Out,G League - Two-Way,Memphis Grizzlies,MEM@SAS,01/17/2025
"Smart, Marcus",Out,Injury/Illness - Right Index Finger; Partial Extensor Hood Tear,Memphis Grizzlies,MEM@SAS,01/17/2025
"Spencer, Cam",Out,Injury/Illness - Left Thumb; Surgery Recovery,Memphis Grizzlies,MEM@SAS,01/17/2025
"Williams Jr., Vince",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,MEM@SAS,01/17/2025
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,MEM@SAS,01/17/2025
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,MEM@SAS,01/17/2025
"Sochan, Jeremy",Out,Injury/Illness - Bilateral Lower Back; Spasms,San Antonio Spurs,MEM@SAS,01/17/2025
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,BKN@LAL,01/17/2025
"Johnson, Cameron",Questionable,Injury/Illness - Right Ankle; Sprain,Brooklyn Nets,BKN@LAL,01/17/2025
"Lewis, Maxwell",Out,Injury/Illness - Left Tibia; Fracture,Brooklyn Nets,BKN@LAL,01/17/2025
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,BKN@LAL,01/17/2025
"Thomas, Cam",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@LAL,01/17/2025
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@LAL,01/17/2025
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@LAL,01/17/2025
"Davis, Anthony",Probable,Injury/Illness - Left Plantar; Fasciitis,Los Angeles Lakers,BKN@LAL,01/17/2025
"Finney-Smith, Dorian",Out,Personal Reasons,Los Angeles Lakers,BKN@LAL,01/17/2025
"Hood-Schifino, Jalen",Out,Injury/Illness - Left Hamstring; Strain,Los Angeles Lakers,BKN@LAL,01/17/2025
"James, LeBron",Probable,Injury/Illness - Left Foot; Injury Management,Los Angeles Lakers,BKN@LAL,01/17/2025
"Vanderbilt, Jarred",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,BKN@LAL,01/17/2025
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery Recovery,Los Angeles Lakers,BKN@LAL,01/17/2025
"Beal, Bradley",Doubtful,Injury/Illness - Left Ankle; Sprain,Phoenix Suns,PHX@DET,01/18/2025
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,PHX@DET,01/18/2025
"Gillespie, Collin",Out,G League - Two-Way,Phoenix Suns,PHX@DET,01/18/2025
"Nurkic, Jusuf",Out,Injury/Illness - N/a; Illness,Phoenix Suns,PHX@DET,01/18/2025
"Washington Jr., TyTy",Out,G League - Two-Way,Phoenix Suns,PHX@DET,01/18/2025
"Harper Jr., Ron",Out,G League - Two-Way,Detroit Pistons,PHX@DET,01/18/2025
"Ivey, Jaden",Out,Injury/Illness - Left Fibula; Fracture,Detroit Pistons,PHX@DET,01/18/2025
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,PHX@DET,01/18/2025
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,PHX@DET,01/18/2025
"Smith, Tolu",Out,G League - Two-Way,Detroit Pistons,PHX@DET,01/18/2025
"Barlow, Dominick",Available,G League - Two-Way,Atlanta Hawks,ATL@BOS,01/18/2025
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Surgery,Atlanta Hawks,ATL@BOS,01/18/2025
"Gueye, Mouhamed",Questionable,G League - On Assignment,Atlanta Hawks,ATL@BOS,01/18/2025
"Hunter, De'Andre",Probable,Injury/Illness - Left Foot; Soreness,Atlanta Hawks,ATL@BOS,01/18/2025
"Johnson, Jalen",Questionable,Injury/Illness - Right Shoulder; Inflammation,Atlanta Hawks,ATL@BOS,01/18/2025
"Nance Jr., Larry",Out,Injury/Illness - Right Hand; Surgery,Atlanta Hawks,ATL@BOS,01/18/2025
"Plowden, Daeqwon",Available,G League - Two-Way,Atlanta Hawks,ATL@BOS,01/18/2025
"Risacher, Zaccharie",Out,Injury/Illness - Left Adductor; Irritation,Atlanta Hawks,ATL@BOS,01/18/2025
"Wallace, Keaton",Questionable,G League - Two-Way,Atlanta Hawks,ATL@BOS,01/18/2025
"Young, Trae",Probable,Injury/Illness - Right Rib; Contusion,Atlanta Hawks,ATL@BOS,01/18/2025
"Zeller, Cody",Out,Not With Team,Atlanta Hawks,ATL@BOS,01/18/2025
"Davison, JD",Out,G League - Two-Way,Boston Celtics,ATL@BOS,01/18/2025
"Horford, Al",Questionable,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,ATL@BOS,01/18/2025
"Porzingis, Kristaps",Questionable,Injury/Illness - Left Posterior Tibialis Tendon; Injury Management,Boston Celtics,ATL@BOS,01/18/2025
"Tatum, Jayson",Questionable,Injury/Illness - Left Shoulder; Strain,Boston Celtics,ATL@BOS,01/18/2025
"Watson, Anton",Out,G League - Two-Way,Boston Celtics,ATL@BOS,01/18/2025
"Drummond, Andre",Probable,Injury/Illness - Left Toe; Sprain,Philadelphia 76ers,PHI@IND,01/18/2025
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury Management,Philadelphia 76ers,PHI@IND,01/18/2025
"George, Paul",Questionable,Injury/Illness - Left Groin; Tightness,Philadelphia 76ers,PHI@IND,01/18/2025
"Lowry, Kyle",Out,Injury/Illness - Right Hip; Sprain,Philadelphia 76ers,PHI@IND,01/18/2025
"Martin, Caleb",Out,Injury/Illness - Right Hip; Sprain,Philadelphia 76ers,PHI@IND,01/18/2025
"Martin, KJ",Out,Injury/Illness - Left Foot; Stress Reaction,Philadelphia 76ers,PHI@IND,01/18/2025
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus,Philadelphia 76ers,PHI@IND,01/18/2025
"Yabusele, Guerschon",Questionable,Injury/Illness - Right Knee; Swelling,Philadelphia 76ers,PHI@IND,01/18/2025
"Dennis, RayJ",Questionable,G League - Two-Way,Indiana Pacers,PHI@IND,01/18/2025
"Freeman, Enrique",Questionable,G League - Two-Way,Indiana Pacers,PHI@IND,01/18/2025
"Jackson, Isaiah",Out,Injury/Illness - Right Achilles Tendon; Tear,Indiana Pacers,PHI@IND,01/18/2025
"Jackson, Quenton",Questionable,G League - Two-Way,Indiana Pacers,PHI@IND,01/18/2025
"Wiseman, James",Out,Injury/Illness - Left Achilles Tendon; Tear,Indiana Pacers,PHI@IND,01/18/2025
"Bagley III, Marvin",Out,Injury/Illness - Right Knee; Sprain,Washington Wizards,WAS@GSW,01/18/2025
"Baldwin Jr., Patrick",Out,G League - On Assignment,Washington Wizards,WAS@GSW,01/18/2025
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,WAS@GSW,01/18/2025
"Brogdon, Malcolm",Out,Injury/Illness - Right Foot; Plantar Fascia Contusion,Washington Wizards,WAS@GSW,01/18/2025
"Anderson, Kyle",Out,Injury/Illness - Left Gluteal; Bursitis,Golden State Warriors,WAS@GSW,01/18/2025
"Green, Draymond",Probable,Injury/Illness - N/A; Illness,Golden State Warriors,WAS@GSW,01/18/2025
"Kuminga, Jonathan",Out,Injury/Illness - Right Ankle; Sprain,Golden State Warriors,WAS@GSW,01/18/2025
"Podziemski, Brandin",Out,Injury/Illness - Right Abdominal; Injury Management,Golden State Warriors,WAS@GSW,01/18/2025
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIN,01/18/2025
"Mobley, Evan",Questionable,Injury/Illness - Right Calf; Soreness,Cleveland Cavaliers,CLE@MIN,01/18/2025
"Okoro, Isaac",Questionable,Injury/Illness - Right Shoulder; AC Joint Sprain,Cleveland Cavaliers,CLE@MIN,01/18/2025
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIN,01/18/2025
"DiVincenzo, Donte",Out,Injury/Illness - Left Great Toe; Sprain,Minnesota Timberwolves,CLE@MIN,01/18/2025
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,CLE@MIN,01/18/2025
"Newton, Tristen",Out,G League - Two-Way,Minnesota Timberwolves,CLE@MIN,01/18/2025
"Shannon Jr., Terrence",Out,Injury/Illness - Right Mid-foot; Sprain,Minnesota Timberwolves,CLE@MIN,01/18/2025
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,HOU@POR,01/18/2025
"Landale, Jock",Out,Personal Reasons,Houston Rockets,HOU@POR,01/18/2025
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,HOU@POR,01/18/2025
"Smith Jr., Jabari",Out,Injury/Illness - Left Metacarpal; Fracture,Houston Rockets,HOU@POR,01/18/2025
"Thompson, Amen",Questionable,Injury/Illness - Left Calf; Tightness,Houston Rockets,HOU@POR,01/18/2025
"Avdija, Deni",Doubtful,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,HOU@POR,01/18/2025
"Ayton, Deandre",Questionable,Injury/Illness - Low Back; Soreness,Portland Trail Blazers,HOU@POR,01/18/2025
"Clingan, Donovan",Out,Injury/Illness - Left Ankle; Sprain,Portland Trail Blazers,HOU@POR,01/18/2025
"Grant, Jerami",Questionable,Injury/Illness - Face; Contusion,Portland Trail Blazers,HOU@POR,01/18/2025
"Thybulle, Matisse",Out,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,HOU@POR,01/18/2025
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,SAS@MIA,01/19/2025
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,SAS@MIA,01/19/2025
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,SAS@MIA,01/19/2025
"Sochan, Jeremy",Out,Injury/Illness - Bilateral Lumbar Spine; Bone Bruise,San Antonio Spurs,SAS@MIA,01/19/2025
"Adebayo, Bam",Available,Injury/Illness - Lower Back; Contusion,Miami Heat,SAS@MIA,01/19/2025
"Christopher, Josh",Available,G League - Two-Way,Miami Heat,SAS@MIA,01/19/2025
"Richardson, Josh",Out,Injury/Illness - Right Heel; Inflammation,Miami Heat,SAS@MIA,01/19/2025
"Smith, Dru",Out,Injury/Illness - Left Achilles; Surgery,Miami Heat,SAS@MIA,01/19/2025
"Stevens, Isaiah",Out,G League - Two-Way,Miami Heat,SAS@MIA,01/19/2025
"Alexander, Trey",Out,G League - Two-Way,Denver Nuggets,DEN@ORL,01/19/2025
"Cancar, Vlatko",Out,Injury/Illness - Left Knee; Surgery Rehabilitation,Denver Nuggets,DEN@ORL,01/19/2025
"Gordon, Aaron",Probable,Injury/Illness - Right Calf; Injury Management,Denver Nuggets,DEN@ORL,01/19/2025
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,DEN@ORL,01/19/2025
"Jokic, Nikola",Probable,Injury/Illness - Right Elbow; Sprain,Denver Nuggets,DEN@ORL,01/19/2025
"Jones, Spencer",Out,G League - Two-Way,Denver Nuggets,DEN@ORL,01/19/2025
"Bitadze, Goga",Out,Concussion Protocol,Orlando Magic,DEN@ORL,01/19/2025
"Harris, Gary",Out,Injury/Illness - Left Hamstring; Strain,Orlando Magic,DEN@ORL,01/19/2025
"Howard, Jett",Questionable,Injury/Illness - Left Ankle; Sprain,Orlando Magic,DEN@ORL,01/19/2025
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,DEN@ORL,01/19/2025
"Suggs, Jalen",Out,Injury/Illness - Back; Low back strain,Orlando Magic,DEN@ORL,01/19/2025
"Wagner, Franz",Out,Return to Competition Reconditioning,Orlando Magic,DEN@ORL,01/19/2025
"Wagner, Moritz",Out,Injury/Illness - Left Knee; Torn ACL,Orlando Magic,DEN@ORL,01/19/2025
"Bogdanovic, Bojan",Out,Injury/Illness - Left Foot; Injury Recovery,Brooklyn Nets,BKN@OKC,01/19/2025
"Johnson, Cameron",Questionable,Injury/Illness - Right Ankle; Sprain,Brooklyn Nets,BKN@OKC,01/19/2025
"Lewis, Maxwell",Out,Injury/Illness - Left Tibia; Fracture,Brooklyn Nets,BKN@OKC,01/19/2025
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,BKN@OKC,01/19/2025
"Sharpe, Day'Ron",Questionable,Injury/Illness - Right Eye; Injury,Brooklyn Nets,BKN@OKC,01/19/2025
"Thomas, Cam",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@OKC,01/19/2025
"Watford, Trendon",Out,Injury/Illness - Left Hamstring; Strain,Brooklyn Nets,BKN@OKC,01/19/2025
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@OKC,01/19/2025
"Gilgeous-Alexander, Shai",Questionable,Injury/Illness - Right Wrist; Sprain,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Hartenstein, Isaiah",Out,Injury/Illness - Left Soleus; Strain,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Holmgren, Chet",Out,Injury/Illness - Right Iliac Wing; Fracture,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Mitchell, Ajay",Out,Injury/Illness - Right Great Toe; Surgery,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Williams, Jalen",Questionable,Injury/Illness - Right Hip; Strain,Oklahoma City Thunder,BKN@OKC,01/19/2025
"Drummond, Andre",Out,Injury/Illness - Left Toe; Injury Recovery,Philadelphia 76ers,PHI@MIL,01/19/2025
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury Management,Philadelphia 76ers,PHI@MIL,01/19/2025
"George, Paul",Questionable,Injury/Illness - Left Groin; Tightness,Philadelphia 76ers,PHI@MIL,01/19/2025
"Lowry, Kyle",Out,Injury/Illness - Right Hip; Sprain,Philadelphia 76ers,PHI@MIL,01/19/2025
"Martin, Caleb",Out,Injury/Illness - Right Hip; Sprain,Philadelphia 76ers,PHI@MIL,01/19/2025
"Martin, KJ",Out,Injury/Illness - Left Foot; Stress Reaction,Philadelphia 76ers,PHI@MIL,01/19/2025
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus Surgery,Philadelphia 76ers,PHI@MIL,01/19/2025
"Yabusele, Guerschon",Questionable,Injury/Illness - Right Knee; Swelling,Philadelphia 76ers,PHI@MIL,01/19/2025
"Antetokounmpo, Giannis",Available,Injury/Illness - Right Patella; Tendinopathy,Milwaukee Bucks,PHI@MIL,01/19/2025
"Beauchamp, MarJon",Out,Injury/Illness - Non-covid; Illness,Milwaukee Bucks,PHI@MIL,01/19/2025
"Green, AJ",Out,Injury/Illness - Left Quad; Strain,Milwaukee Bucks,PHI@MIL,01/19/2025
"Jackson Jr., Andre",Available,Injury/Illness - Right Hip; Contusion,Milwaukee Bucks,PHI@MIL,01/19/2025
"Johnson, AJ",Out,G League - On Assignment,Milwaukee Bucks,PHI@MIL,01/19/2025
"Middleton, Khris",Available,Injury/Illness - Bilateral Ankle; Injury Management,Milwaukee Bucks,PHI@MIL,01/19/2025
"Robbins, Liam",Out,G League - Two-Way,Milwaukee Bucks,PHI@MIL,01/19/2025
"Smith, Tyler",Out,G League - On Assignment,Milwaukee Bucks,PHI@MIL,01/19/2025
"Ball, Lonzo",Questionable,Injury/Illness - Right Quadricep; Contusion; Injury Management,Chicago Bulls,CHI@POR,01/19/2025
"Carter, Jevon",Doubtful,Injury/Illness - N/a; Illness,Chicago Bulls,CHI@POR,01/19/2025
"Craig, Torrey",Out,Injury/Illness - Right Calf; Contusion; Right Ankle Sprain,Chicago Bulls,CHI@POR,01/19/2025
"Duarte, Chris",Out,Personal Reasons,Chicago Bulls,CHI@POR,01/19/2025
"Horton-Tucker, Talen",Questionable,Injury/Illness - Left Knee; Sprain,Chicago Bulls,CHI@POR,01/19/2025
"LaVine, Zach",Probable,Injury/Illness - Right Patella Tendon; Tendonitis,Chicago Bulls,CHI@POR,01/19/2025
"Liddell, E.J.",Out,G League - Two-Way,Chicago Bulls,CHI@POR,01/19/2025
"Miller, Emanuel",Out,G League - Two-Way,Chicago Bulls,CHI@POR,01/19/2025
"Sanogo, Adama",Out,G League - Two-Way,Chicago Bulls,CHI@POR,01/19/2025
"Davis, Anthony",Questionable,Injury/Illness - Right Calf; Soreness,Los Angeles Lakers,LAL@LAC,01/19/2025
"Hayes, Jaxson",Probable,Injury/Illness - Right Shoulder;,Los Angeles Lakers,LAL@LAC,01/19/2025
"Hood-Schifino, Jalen",Out,Injury/Illness - Left Hamstring; Strain,Los Angeles Lakers,LAL@LAC,01/19/2025
"James, LeBron",Probable,Injury/Illness - Left Foot; Injury Management,Los Angeles Lakers,LAL@LAC,01/19/2025
"Vanderbilt, Jarred",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@LAC,01/19/2025
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery Recovery,Los Angeles Lakers,LAL@LAC,01/19/2025
"Dunn, Kris",Questionable,Injury/Illness - Left Knee; Soreness,LA Clippers,LAL@LAC,01/19/2025
"Harden, James",Questionable,Injury/Illness - N/a; Illness,LA Clippers,LAL@LAC,01/19/2025
"Powell, Norman",Questionable,Injury/Illness - Back; Soreness,LA Clippers,LAL@LAC,01/19/2025
"Tucker, P.J.",Out,Not With Team,LA Clippers,LAL@LAC,01/19/2025
"Zubac, Ivica",Questionable,Injury/Illness - Back; Soreness,LA Clippers,LAL@LAC,01/19/2025
"Carter, Devin",Out,Injury/Illness - Right Wrist; Soreness,Sacramento Kings,WAS@SAC,01/19/2025
"Ellis, Keon",Questionable,Injury/Illness - Right Ankle; Sprain,Sacramento Kings,WAS@SAC,01/19/2025
"Harper Jr., Ron",Out,G League - Two-Way,Detroit Pistons,DET@HOU,01/20/2025
"Ivey, Jaden",Out,Injury/Illness - Left Fibula; Fracture,Detroit Pistons,DET@HOU,01/20/2025
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,DET@HOU,01/20/2025
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,DET@HOU,01/20/2025
"Smith, Tolu",Out,G League - Two-Way,Detroit Pistons,DET@HOU,01/20/2025
"Adams, Steven",Out,Injury/Illness - N/a; Migraine,Houston Rockets,DET@HOU,01/20/2025
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,DET@HOU,01/20/2025
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,DET@HOU,01/20/2025
"Smith Jr., Jabari",Out,Injury/Illness - Left Metacarpal; Fracture,Houston Rockets,DET@HOU,01/20/2025
"Thompson, Amen",Available,Injury/Illness - Left Calf; Tightness,Houston Rockets,DET@HOU,01/20/2025
"DiVincenzo, Donte",Out,Injury/Illness - Left Great Toe; Sprain,Minnesota Timberwolves,MIN@MEM,01/20/2025
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,MIN@MEM,01/20/2025
"Gobert, Rudy",Available,Injury/Illness - Right Ankle; Sprain,Minnesota Timberwolves,MIN@MEM,01/20/2025
"Newton, Tristen",Out,G League - Two-Way,Minnesota Timberwolves,MIN@MEM,01/20/2025
"Shannon Jr., Terrence",Out,Injury/Illness - Right Mid-foot; Sprain,Minnesota Timberwolves,MIN@MEM,01/20/2025
"Edey, Zach",Available,Injury/Illness - Nasal; Fracture - Face Mask,Memphis Grizzlies,MIN@MEM,01/20/2025
"Kawamura, Yuki",Out,G League - Two-Way,Memphis Grizzlies,MIN@MEM,01/20/2025
"Morant, Ja",Available,Injury/Illness - Right Foot; Soreness,Memphis Grizzlies,MIN@MEM,01/20/2025
"Pullin, Zyon",Out,G League - Two-Way,Memphis Grizzlies,MIN@MEM,01/20/2025
"Smart, Marcus",Out,Injury/Illness - Right Index Finger; Partial Extensor Hood Tear,Memphis Grizzlies,MIN@MEM,01/20/2025
"Spencer, Cam",Out,Injury/Illness - Left Thumb; Surgery Recovery,Memphis Grizzlies,MIN@MEM,01/20/2025
"Williams Jr., Vince",Out,Injury/Illness - Right Ankle; Sprain,Memphis Grizzlies,MIN@MEM,01/20/2025
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Surgery,Atlanta Hawks,ATL@NYK,01/20/2025
