PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Poole, Jordan",Available,Injury/Illness - Left Ankle; Sprain,Golden State Warriors,SAC@GSW,04/23/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,SAC@GSW,04/23/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,SAC@GSW,04/23/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@ATL,04/23/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@ATL,04/23/2023
"Smart, Marcus",Questionable,Injury/Illness - Low Back; Contusion,Boston Celtics,BOS@ATL,04/23/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,DEN@MIN,04/23/2023
"Minott, Josh",Questionable,Injury/Illness - Left Ankle; Sprain,Minnesota Timberwolves,DEN@MIN,04/23/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,DEN@MIN,04/23/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,DEN@MIN,04/23/2023
"Adebayo, Bam",Probable,Injury/Illness - Left Hamstring; Strain,Miami Heat,MIL@MIA,04/24/2023
"Butler, Jimmy",Questionable,Injury/Illness - Gluteus; Bruise,Miami Heat,MIL@MIA,04/24/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIL@MIA,04/24/2023
"Jovic, Nikola",Questionable,Injury/Illness - Back; Spasms,Miami Heat,MIL@MIA,04/24/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,MIL@MIA,04/24/2023
"Antetokounmpo, Giannis",Questionable,Injury/Illness - Lower Back; Contusion,Milwaukee Bucks,MIL@MIA,04/24/2023
"Matthews, Wesley",Out,Injury/Illness - Right Calf; Strain,Milwaukee Bucks,MIL@MIA,04/24/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,MEM@LAL,04/24/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,MEM@LAL,04/24/2023
"Schroder, Dennis",Probable,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,MEM@LAL,04/24/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,MEM@LAL,04/24/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,MEM@LAL,04/24/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,MEM@LAL,04/24/2023
"Murray, Dejounte",Out,League Suspension,Atlanta Hawks,ATL@BOS,04/25/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,ATL@BOS,04/25/2023
"Anderson, Kyle",Out,Injury/Illness - Left Eye; Injury,Minnesota Timberwolves,MIN@DEN,04/25/2023
"McDaniels, Jaden",Out,Injury/Illness - Right Hand; Fracture,Minnesota Timberwolves,MIN@DEN,04/25/2023
"Nowell, Jaylen",Questionable,Injury/Illness - Left Knee; Tendinopathy,Minnesota Timberwolves,MIN@DEN,04/25/2023
"Reid, Naz",Out,Injury/Illness - Left Scaphoid; Fracture,Minnesota Timberwolves,MIN@DEN,04/25/2023
"George, Paul",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,LAC@PHX,04/25/2023
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Sprained,LA Clippers,LAC@PHX,04/25/2023
"Payne, Cameron",Probable,Injury/Illness - Low Back; Soreness,Phoenix Suns,LAC@PHX,04/25/2023
"Windler, Dylan",Out,Injury/Illness - Left Foot; Sprain,Cleveland Cavaliers,NYK@CLE,04/26/2023
"Grimes, Quentin",Questionable,Injury/Illness - Right Shoulder; Contused,New York Knicks,NYK@CLE,04/26/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Sore,New York Knicks,NYK@CLE,04/26/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,LAL@MEM,04/26/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@MEM,04/26/2023
"Schroder, Dennis",Probable,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,LAL@MEM,04/26/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,LAL@MEM,04/26/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,LAL@MEM,04/26/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,LAL@MEM,04/26/2023
"Adebayo, Bam",Probable,Injury/Illness - Left Hamstring; Strain,Miami Heat,MIA@MIL,04/26/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIA@MIL,04/26/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar Tendon; Torn.,Miami Heat,MIA@MIL,04/26/2023
"Antetokounmpo, Giannis",Available,Injury/Illness - Lower Back; Contusion,Milwaukee Bucks,MIA@MIL,04/26/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@SAC,04/26/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@SAC,04/26/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,GSW@SAC,04/26/2023
"Fox, De'Aaron",Questionable,Injury/Illness - Left Index Finger; Avulsion Fracture,Sacramento Kings,GSW@SAC,04/26/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@ATL,04/27/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@ATL,04/27/2023
"Baldwin Jr., Patrick",Doubtful,Injury/Illness - Left Toe; Soreness,Golden State Warriors,SAC@GSW,04/28/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,SAC@GSW,04/28/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,SAC@GSW,04/28/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,SAC@GSW,04/28/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,MEM@LAL,04/28/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,MEM@LAL,04/28/2023
"Schroder, Dennis",Probable,Injury/Illness - Right Achilles; Soreness,Los Angeles Lakers,MEM@LAL,04/28/2023
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Sprain,Memphis Grizzlies,MEM@LAL,04/28/2023
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tear,Memphis Grizzlies,MEM@LAL,04/28/2023
"Kennard, Luke",Questionable,Injury/Illness - Left Shoulder; Soreness,Memphis Grizzlies,MEM@LAL,04/28/2023
"LaRavia, Jake",Out,Injury/Illness - Right Calf; Soreness,Memphis Grizzlies,MEM@LAL,04/28/2023
"Adebayo, Bam",Available,Injury/Illness - Left Hamstring; Strain,Miami Heat,MIA@NYK,04/30/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIA@NYK,04/30/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,MIA@NYK,04/30/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,MIA@NYK,04/30/2023
"Grimes, Quentin",Available,Injury/Illness - Right Shoulder; Contused,New York Knicks,MIA@NYK,04/30/2023
"Randle, Julius",Out,Injury/Illness - Left Ankle; Sprained,New York Knicks,MIA@NYK,04/30/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,MIA@NYK,04/30/2023
"Baldwin Jr., Patrick",Out,Injury/Illness - Left Toe; Soreness,Golden State Warriors,GSW@SAC,04/30/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@SAC,04/30/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@SAC,04/30/2023
"Dellavedova, Matthew",Out,Injury/Illness - Right Index Finger; Surgery,Sacramento Kings,GSW@SAC,04/30/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,PHI@BOS,05/01/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,PHI@BOS,05/01/2023
"Embiid, Joel",Doubtful,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,PHI@BOS,05/01/2023
"Butler, Jimmy",Questionable,Injury/Illness - Right Ankle; Sprain,Miami Heat,MIA@NYK,05/02/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIA@NYK,05/02/2023
"Highsmith, Haywood",Probable,Injury/Illness - Left Knee; Tendinitis,Miami Heat,MIA@NYK,05/02/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,MIA@NYK,05/02/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,MIA@NYK,05/02/2023
"Brunson, Jalen",Questionable,Injury/Illness - Right Ankle; Sore,New York Knicks,MIA@NYK,05/02/2023
"Randle, Julius",Questionable,Injury/Illness - Left Ankle; Sprained,New York Knicks,MIA@NYK,05/02/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,MIA@NYK,05/02/2023
"Baldwin Jr., Patrick",Questionable,Injury/Illness - Left Toe; Soreness,Golden State Warriors,LAL@GSW,05/02/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,LAL@GSW,05/02/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,LAL@GSW,05/02/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@GSW,05/02/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,LAL@GSW,05/02/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@GSW,05/02/2023
"Embiid, Joel",Doubtful,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,PHI@BOS,05/03/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,PHI@BOS,05/03/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,PHI@BOS,05/03/2023
"Smart, Marcus",Questionable,Injury/Illness - Chest; Contusion,Boston Celtics,PHI@BOS,05/03/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@GSW,05/04/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,LAL@GSW,05/04/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@GSW,05/04/2023
"Baldwin Jr., Patrick",Questionable,Injury/Illness - Left Toe; Soreness,Golden State Warriors,LAL@GSW,05/04/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,LAL@GSW,05/04/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,LAL@GSW,05/04/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@PHI,05/05/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@PHI,05/05/2023
"Griffin, Blake",Out,Injury/Illness - Low Back; Pain,Boston Celtics,BOS@PHI,05/05/2023
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,BOS@PHI,05/05/2023
"Paul, Chris",Out,Injury/Illness - Left Groin; Strain,Phoenix Suns,DEN@PHX,05/05/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,NYK@MIA,05/06/2023
"Butler, Jimmy",Available,Injury/Illness - Right Ankle; Sprain,Miami Heat,NYK@MIA,05/06/2023
"Haslem, Udonis",Out,Injury/Illness - Stomach; Illness,Miami Heat,NYK@MIA,05/06/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,NYK@MIA,05/06/2023
"Highsmith, Haywood",Available,Injury/Illness - Left Knee; Tendinitis,Miami Heat,NYK@MIA,05/06/2023
"Martin, Caleb",Available,Injury/Illness - Back; Contusion,Miami Heat,NYK@MIA,05/06/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,NYK@MIA,05/06/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,NYK@MIA,05/06/2023
"Baldwin Jr., Patrick",Questionable,Injury/Illness - Left Toe; Soreness,Golden State Warriors,GSW@LAL,05/06/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@LAL,05/06/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@LAL,05/06/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,GSW@LAL,05/06/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,GSW@LAL,05/06/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,GSW@LAL,05/06/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@PHI,05/07/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@PHI,05/07/2023
"Griffin, Blake",Available,Injury/Illness - Low Back; Pain,Boston Celtics,BOS@PHI,05/07/2023
"Smart, Marcus",Available,Injury/Illness - Left Ankle; Sprain,Boston Celtics,BOS@PHI,05/07/2023
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,BOS@PHI,05/07/2023
"Paul, Chris",Out,Injury/Illness - Left Groin; Strain,Phoenix Suns,DEN@PHX,05/07/2023
"Quickley, Immanuel",Doubtful,Injury/Illness - Left Ankle; Sprained,New York Knicks,NYK@MIA,05/08/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,NYK@MIA,05/08/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,NYK@MIA,05/08/2023
"Butler, Jimmy",Questionable,Injury/Illness - Right Ankle; Sprain,Miami Heat,NYK@MIA,05/08/2023
"Haslem, Udonis",Probable,Injury/Illness - Stomach; Illness,Miami Heat,NYK@MIA,05/08/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,NYK@MIA,05/08/2023
"Highsmith, Haywood",Probable,Injury/Illness - Left Knee; Tendinitis,Miami Heat,NYK@MIA,05/08/2023
"Martin, Caleb",Questionable,Injury/Illness - Back; Contusion,Miami Heat,NYK@MIA,05/08/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,NYK@MIA,05/08/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,NYK@MIA,05/08/2023
"Baldwin Jr., Patrick",Out,Injury/Illness - Left Toe; Soreness,Golden State Warriors,GSW@LAL,05/08/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@LAL,05/08/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@LAL,05/08/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,GSW@LAL,05/08/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,GSW@LAL,05/08/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,GSW@LAL,05/08/2023
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,PHI@BOS,05/09/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,PHI@BOS,05/09/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,PHI@BOS,05/09/2023
"Paul, Chris",Out,Injury/Illness - Left Groin; Strain,Phoenix Suns,PHX@DEN,05/09/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,MIA@NYK,05/10/2023
"Butler, Jimmy",Questionable,Injury/Illness - Right Ankle; Sprain,Miami Heat,MIA@NYK,05/10/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,MIA@NYK,05/10/2023
"Highsmith, Haywood",Probable,Injury/Illness - Left Knee; Tendinitis,Miami Heat,MIA@NYK,05/10/2023
"Martin, Caleb",Questionable,Injury/Illness - Back; Contusion,Miami Heat,MIA@NYK,05/10/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,MIA@NYK,05/10/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,MIA@NYK,05/10/2023
"Fournier, Evan",Questionable,Injury/Illness - Illness; Illness,New York Knicks,MIA@NYK,05/10/2023
"Quickley, Immanuel",Doubtful,Injury/Illness - Left Ankle; Sprained,New York Knicks,MIA@NYK,05/10/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,MIA@NYK,05/10/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@GSW,05/10/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,LAL@GSW,05/10/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@GSW,05/10/2023
"Baldwin Jr., Patrick",Questionable,Injury/Illness - Left Toe; Soreness,Golden State Warriors,LAL@GSW,05/10/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,LAL@GSW,05/10/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,LAL@GSW,05/10/2023
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,BOS@PHI,05/10/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@PHI,05/11/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@PHI,05/11/2023
"Embiid, Joel",Questionable,Injury/Illness - Right Knee; Sprain,Philadelphia 76ers,BOS@PHI,05/11/2023
"Murray, Jamal",Questionable,Injury/Illness - Non-covid; Illness,Denver Nuggets,DEN@PHX,05/11/2023
"Ayton, Deandre",Questionable,Injury/Illness - Rib; Contusion,Phoenix Suns,DEN@PHX,05/11/2023
"Paul, Chris",Out,Injury/Illness - Left Groin; Strain,Phoenix Suns,DEN@PHX,05/11/2023
"Quickley, Immanuel",Doubtful,Injury/Illness - Left Ankle; Sprained,New York Knicks,NYK@MIA,05/12/2023
"Sims, Jericho",Out,Injury/Illness - Right Shoulder; Surgery,New York Knicks,NYK@MIA,05/12/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,NYK@MIA,05/12/2023
"Butler, Jimmy",Probable,Injury/Illness - Right Ankle; Sprain,Miami Heat,NYK@MIA,05/12/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Fracture,Miami Heat,NYK@MIA,05/12/2023
"Highsmith, Haywood",Probable,Injury/Illness - Left Knee; Tendinitis,Miami Heat,NYK@MIA,05/12/2023
"Martin, Caleb",Probable,Injury/Illness - Back; Contusion,Miami Heat,NYK@MIA,05/12/2023
"Oladipo, Victor",Out,Injury/Illness - Left Patellar; Torn,Miami Heat,NYK@MIA,05/12/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,NYK@MIA,05/12/2023
"Baldwin Jr., Patrick",Questionable,Injury/Illness - Left Toe; Soreness,Golden State Warriors,GSW@LAL,05/12/2023
"Iguodala, Andre",Out,Injury/Illness - Left Wrist; Surgery,Golden State Warriors,GSW@LAL,05/12/2023
"Rollins, Ryan",Out,Injury/Illness - Right Foot; Surgery,Golden State Warriors,GSW@LAL,05/12/2023
"Wiggins, Andrew",Questionable,Injury/Illness - Left Costal Cartilage; Fracture,Golden State Warriors,GSW@LAL,05/12/2023
"Bamba, Mo",Questionable,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,GSW@LAL,05/12/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,GSW@LAL,05/12/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,GSW@LAL,05/12/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,PHI@BOS,05/14/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,PHI@BOS,05/14/2023
"Bamba, Mo",Out,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@DEN,05/16/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,LAL@DEN,05/16/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@DEN,05/16/2023
"Murray, Jamal",Questionable,Injury/Illness - Non-covid; Illness,Denver Nuggets,LAL@DEN,05/16/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,MIA@BOS,05/17/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Surgery,Miami Heat,MIA@BOS,05/17/2023
"Oladipo, Victor",Out,Injury/Illness - Left Knee; Surgery,Miami Heat,MIA@BOS,05/17/2023
"Zeller, Cody",Questionable,Injury/Illness - Head; Illness,Miami Heat,MIA@BOS,05/17/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,MIA@BOS,05/17/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,MIA@BOS,05/17/2023
"Bamba, Mo",Out,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,LAL@DEN,05/18/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress Injury,Los Angeles Lakers,LAL@DEN,05/18/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,LAL@DEN,05/18/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,MIA@BOS,05/19/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Surgery,Miami Heat,MIA@BOS,05/19/2023
"Oladipo, Victor",Out,Injury/Illness - Left Knee; Surgery,Miami Heat,MIA@BOS,05/19/2023
"Yurtseven, Omer",Questionable,Injury/Illness - Nose; Contusion,Miami Heat,MIA@BOS,05/19/2023
"Zeller, Cody",Available,Injury/Illness - Nasal; Fracture,Miami Heat,MIA@BOS,05/19/2023
"Brogdon, Malcolm",Probable,Injury/Illness - Right Forearm; Strain,Boston Celtics,MIA@BOS,05/19/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,MIA@BOS,05/19/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,MIA@BOS,05/19/2023
"Bamba, Mo",Out,Injury/Illness - Left Ankle; Soreness,Los Angeles Lakers,DEN@LAL,05/20/2023
"Davis, Anthony",Probable,Injury/Illness - Right Foot; Stress injury,Los Angeles Lakers,DEN@LAL,05/20/2023
"James, LeBron",Probable,Injury/Illness - Right Foot; Soreness,Los Angeles Lakers,DEN@LAL,05/20/2023
"Brown, Jaylen",Available,Injury/Illness - Facial Fracture; Face Mask,Boston Celtics,BOS@MIA,05/21/2023
"Gallinari, Danilo",Out,Injury/Illness - Left Knee; ACL Repair,Boston Celtics,BOS@MIA,05/21/2023
"Adebayo, Bam",Available,Injury/Illness - Right Shoulder; Discomfort,Miami Heat,BOS@MIA,05/21/2023
"Herro, Tyler",Out,Injury/Illness - Right Hand; Surgery,Miami Heat,BOS@MIA,05/21/2023
"Oladipo, Victor",Out,Injury/Illness - Left Knee; Surgery,Miami Heat,BOS@MIA,05/21/2023
